city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,1,343,13.1,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,3,461,19.9,6.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,1,191,24.0,15.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,0,105,27.3,20.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,1,173,49.5,16.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,1,216,18.3,11.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,3,185,41.1,13.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,5,280,14.0,7.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,5,144,49.4,17.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,1,220,40.0,12.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,0,282,31.0,16.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,1,413,22.0,8.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,6,150,43.3,30.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,0,340,27.8,12.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,0,257,10.7,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,2,230,20.1,12.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,2,202,21.9,14.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,2,352,39.7,17.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,5,51,24.0,20.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,6,372,20.0,8.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,0,159,29.9,10.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,1,456,17.4,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,1,457,13.2,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,2,83,15.0,11.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,4,437,24.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,1,405,20.4,7.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,3,322,35.5,17.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,5,57,15.9,6.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,6,50,35.1,29.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,13,0,56,8.6,7.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,6,273,48.9,13.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,10,6,390,21.9,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,0,56,19.1,15.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,3,170,29.6,20.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,5,354,37.3,8.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,5,138,45.2,16.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,0,426,35.8,6.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,5,289,46.2,24.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,2,162,45.6,15.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,1,190,47.9,15.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,0,76,44.9,36.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,6,54,36.3,30.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,1,143,16.2,11.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,0,269,49.9,27.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,4,335,21.5,10.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,4,361,20.6,9.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,5,337,20.8,9.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,4,171,19.2,6.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,1,403,29.8,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,1,78,23.7,9.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,5,176,47.9,32.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,6,131,42.1,30.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,6,95,24.5,19.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,1,214,49.9,31.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,4,291,43.4,22.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,4,247,25.6,14.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,3,276,9.9,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,4,347,45.0,20.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,3,66,43.0,35.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,3,395,33.0,12.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,3,305,34.5,17.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,2,233,47.1,14.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,1,379,45.8,18.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,1,341,29.3,13.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,1,172,14.7,10.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,6,391,15.0,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,3,343,10.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,0,206,15.0,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,6,165,41.6,28.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,1,215,29.2,9.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,0,89,11.2,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,0,428,41.6,7.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,2,259,38.8,22.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,3,123,39.9,14.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,6,462,36.2,11.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,6,350,48.2,21.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,1,353,48.8,21.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,2,274,29.1,15.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,1,190,22.6,14.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,2,283,37.0,9.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,4,155,43.0,15.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,3,176,23.2,7.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,18,2,390,20.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,6,344,40.4,18.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,0,275,9.1,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,3,74,37.4,30.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,5,218,14.8,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,0,272,49.9,27.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,3,275,24.3,13.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,4,234,15.0,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,0,220,32.7,10.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,4,101,35.9,27.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,1,75,46.4,18.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,5,177,43.3,29.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,4,122,10.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,4,325,36.0,8.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,4,91,45.9,35.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,4,234,13.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,2,431,22.4,7.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,6,131,20.4,14.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,3,130,45.7,16.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,2,366,19.0,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,5,343,14.5,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,3,322,13.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,1,264,40.0,22.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,5,451,31.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,11,1,147,45.3,16.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,1,394,48.4,19.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,3,419,20.3,7.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,6,441,20.2,6.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,1,163,11.0,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,6,150,10.9,7.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,5,249,30.4,17.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,2,479,27.2,7.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,6,278,14.2,7.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,3,248,39.6,11.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,7,0,270,13.9,7.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,0,349,23.6,10.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,6,283,35.8,9.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,6,268,18.8,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,2,247,48.2,14.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,0,158,29.2,20.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,0,348,49.3,22.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,1,380,12.2,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,5,401,26.2,10.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,3,125,21.6,8.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,5,75,46.7,37.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,3,246,42.2,12.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,5,466,37.4,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,0,388,36.6,14.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,3,168,9.8,6.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,0,1,75,8.6,6.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,13,3,277,38.7,21.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,2,165,14.5,10.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,3,356,14.8,6.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,3,150,48.7,34.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,0,467,21.2,6.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,5,189,30.1,19.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,4,168,19.2,13.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,5,361,19.7,8.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,1,66,8.1,6.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,2,52,27.1,22.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,2,290,16.9,8.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,5,250,18.8,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,3,399,30.3,11.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,3,170,19.9,13.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,2,293,48.5,25.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,5,306,32.7,16.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,5,362,43.6,18.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,1,421,17.6,6.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,3,51,31.8,26.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,5,209,27.6,8.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,5,95,38.6,30.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,239,28.1,16.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,3,366,30.0,12.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,0,237,48.2,28.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,2,223,27.7,17.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,5,232,16.2,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,1,144,28.9,20.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,1,455,22.2,7.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,6,325,12.3,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,2,206,27.5,17.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,4,473,22.8,6.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,3,453,45.5,14.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,3,464,49.5,15.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,4,341,44.8,20.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,4,283,28.8,7.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,1,62,42.9,17.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,5,74,22.1,17.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,2,285,13.3,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,6,65,18.5,15.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,6,99,37.3,14.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,1,458,26.4,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,2,284,25.1,6.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,0,367,20.7,8.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,5,437,46.9,7.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,12,4,250,37.7,21.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,4,134,49.9,18.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,3,367,23.2,9.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,3,206,23.7,15.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,1,281,44.0,11.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,3,137,27.5,19.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,2,192,23.7,15.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,0,248,38.4,22.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,2,400,47.6,9.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,1,212,31.1,19.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,4,415,46.3,17.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,3,390,17.2,6.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,5,59,15.8,13.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,3,138,37.7,27.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,3,191,19.3,12.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,6,327,36.8,8.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,5,201,25.4,16.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,4,228,19.4,11.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,4,84,20.9,8.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,1,327,46.1,11.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,1,248,17.6,10.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,5,99,46.5,35.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,6,451,24.9,8.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,5,386,21.3,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,5,63,32.4,26.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,3,252,22.8,13.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,6,335,20.1,9.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,2,319,49.4,24.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,1,72,15.7,12.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,0,286,20.7,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,2,448,25.7,8.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,3,359,22.6,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,4,376,19.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,18,3,82,8.7,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,4,178,16.6,11.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,3,456,21.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,3,61,16.0,13.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,4,454,47.6,7.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,4,354,42.2,18.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,4,288,32.7,17.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,3,450,19.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,1,209,11.8,7.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,4,75,9.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,3,238,24.8,14.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,4,442,28.5,9.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,5,430,33.4,11.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,4,221,13.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,0,206,30.7,9.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,2,100,18.9,7.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,4,309,46.2,11.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,6,233,18.5,11.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,4,57,19.5,16.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,6,388,42.2,8.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,0,74,16.8,13.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,14,3,219,25.4,15.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,3,375,42.5,17.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,6,257,45.6,26.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,5,318,28.8,14.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,3,417,27.7,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,1,89,48.7,19.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,1,111,47.1,35.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,2,436,11.3,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,4,98,15.2,11.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,2,329,40.9,9.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,0,131,9.8,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,5,389,28.4,11.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,2,318,8.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,4,344,42.7,9.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,3,182,25.2,8.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,5,211,27.3,17.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,3,80,43.2,17.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,3,454,43.3,13.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,2,371,30.6,12.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,1,328,20.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,1,132,11.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,5,127,8.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,4,329,27.9,13.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,4,240,28.0,8.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,5,441,49.6,16.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,0,392,21.5,8.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,0,218,40.0,24.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,6,270,17.6,9.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,6,98,25.0,19.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,2,149,36.2,25.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,1,279,48.7,13.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,1,162,44.0,15.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,0,123,34.9,25.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,3,133,46.6,34.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,1,244,10.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,5,370,49.4,21.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,0,295,32.3,8.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,1,66,13.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,0,121,27.5,20.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,0,331,15.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,5,142,25.0,9.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,5,93,17.9,14.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,4,411,12.3,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,2,362,8.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,2,74,16.8,6.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,0,307,20.7,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,2,101,18.6,7.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,6,280,35.4,19.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,2,160,36.7,25.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,4,449,11.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,4,398,47.3,18.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,4,59,44.6,36.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,3,402,48.4,18.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,2,197,32.3,20.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,2,188,27.9,18.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,3,134,31.6,11.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,1,171,46.2,15.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,1,176,32.7,11.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,4,409,22.1,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,0,273,39.8,10.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,1,176,40.9,27.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,2,138,18.1,6.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,0,188,16.8,11.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,2,352,27.1,12.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,6,232,16.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,4,273,36.9,20.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,2,77,9.9,7.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,2,201,31.8,20.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,4,445,38.0,6.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,23,1,305,45.3,23.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,4,461,48.9,15.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,6,117,12.1,9.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,4,395,16.4,6.0
