city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh,congestion_level
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,0,411,35.0,14.5,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,14,2,241,22.0,13.1,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,3,236,16.0,9.6,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,6,4,395,18.0,7.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,11,4,342,35.0,8.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,19,2,486,16.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,2,3,434,25.0,9.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,4,449,14.0,5.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,14,2,423,14.0,5.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,0,439,45.0,8.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,3,233,14.0,8.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,4,0,254,22.0,12.8,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,13,2,366,35.0,16.1,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,1,4,459,20.0,7.2,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,3,462,45.0,16.2,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,0,104,25.0,18.5,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,0,113,35.0,25.5,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,18,5,111,45.0,15.5,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,0,214,25.0,15.6,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,11,2,323,25.0,6.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,4,2,241,35.0,20.8,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,4,493,45.0,14.7,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,5,123,16.0,5.4,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,3,5,405,14.0,5.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,1,0,81,45.0,34.4,LOW
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,3,208,20.0,12.6,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,14,6,160,35.0,23.8,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,12,0,483,25.0,8.4,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,7,3,138,25.0,17.6,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,21,3,288,20.0,5.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,2,493,18.0,5.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,5,6,93,14.0,10.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,6,406,45.0,18.8,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,1,248,35.0,20.5,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,4,0,460,35.0,12.6,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,21,3,267,25.0,6.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,10,3,516,35.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,1,6,407,14.0,5.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,3,278,35.0,19.4,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,1,0,269,35.0,19.7,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,3,6,495,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,4,395,35.0,7.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,7,6,424,18.0,7.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,17,0,296,16.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,0,421,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,3,243,45.0,26.6,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,5,169,16.0,10.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,6,294,20.0,10.8,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,5,103,22.0,7.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,0,3,392,45.0,19.5,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,17,1,292,25.0,6.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,18,0,321,14.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,9,6,187,18.0,5.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,18,3,361,16.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,2,2,182,22.0,14.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,19,4,303,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,20,6,470,35.0,5.8,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,10,2,381,20.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,5,3,271,14.0,7.9,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,4,100,16.0,11.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,18,5,394,45.0,9.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,22,5,157,14.0,9.6,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,7,1,192,35.0,22.6,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,2,459,45.0,16.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,4,2,450,22.0,8.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,1,421,18.0,7.2,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,9,6,446,45.0,8.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,17,3,236,35.0,9.9,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,20,2,278,35.0,9.1,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,5,6,469,35.0,12.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,4,4,173,22.0,14.7,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,2,300,35.0,18.6,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,7,5,209,25.0,15.7,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,8,5,356,14.0,6.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,5,514,45.0,6.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,2,1,397,22.0,9.4,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,7,4,517,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,19,2,256,35.0,9.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,23,1,122,16.0,11.5,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,11,5,314,18.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,6,289,16.0,8.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,12,1,128,45.0,32.1,LOW
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,10,1,272,35.0,9.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,7,4,440,18.0,6.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,5,194,45.0,29.0,MODERATE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,3,5,155,20.0,13.7,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,9,1,316,20.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,5,131,35.0,24.9,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,5,6,377,35.0,15.7,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,4,519,16.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,6,4,218,25.0,15.5,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,4,6,252,14.0,8.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,4,3,282,16.0,8.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,5,134,14.0,9.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,14,1,385,14.0,6.2,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,6,4,184,22.0,14.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,4,404,16.0,6.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,16,5,368,14.0,6.4,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,3,161,35.0,23.8,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,7,1,334,18.0,8.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,5,1,387,14.0,6.1,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,0,116,45.0,15.4,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,16,3,266,14.0,7.9,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,6,139,20.0,14.0,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,23,4,163,25.0,16.9,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,2,375,35.0,15.8,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,8,1,208,18.0,11.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,11,3,476,22.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,7,0,298,22.0,11.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,10,4,293,14.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,1,440,14.0,5.4,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,6,85,16.0,12.2,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,0,367,18.0,8.3,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,6,132,35.0,24.8,MODERATE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,15,5,414,20.0,8.2,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,0,264,35.0,19.9,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,16,3,107,25.0,18.4,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,2,132,25.0,17.7,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,2,382,16.0,7.1,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,1,206,35.0,22.1,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,3,2,245,25.0,14.7,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,5,212,18.0,11.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,6,137,16.0,5.3,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,0,6,103,16.0,11.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,4,269,14.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,16,1,477,35.0,12.0,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,4,388,25.0,5.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,3,1,251,16.0,9.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,0,258,22.0,6.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,22,4,137,18.0,12.7,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,4,490,25.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,6,190,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,2,371,16.0,7.3,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,4,1,256,25.0,14.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,4,170,16.0,10.7,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,0,2,183,25.0,16.4,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,17,5,461,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,0,279,45.0,24.9,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,3,134,16.0,11.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,20,0,143,45.0,14.8,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,21,3,200,20.0,6.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,1,2,244,22.0,13.0,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,16,4,506,20.0,6.2,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,10,2,232,16.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,17,2,171,45.0,14.2,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,3,295,35.0,18.8,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,11,5,300,35.0,8.8,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,5,201,20.0,6.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,6,239,16.0,9.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,3,0,384,16.0,7.1,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,2,1,144,20.0,13.9,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,1,1,202,22.0,14.0,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,13,3,468,22.0,7.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,2,87,14.0,10.6,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,22,5,234,18.0,10.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,5,205,35.0,22.1,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,2,144,18.0,12.5,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,15,1,396,18.0,7.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,17,1,182,45.0,13.9,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,19,1,289,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,0,439,45.0,17.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,4,349,22.0,10.5,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,12,1,211,25.0,15.6,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,14,0,144,20.0,13.9,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,6,462,22.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,5,107,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,19,0,449,20.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,16,5,329,16.0,8.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,22,4,482,45.0,15.2,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,17,3,176,18.0,5.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,3,5,308,45.0,23.5,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,3,268,35.0,19.8,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,4,2,350,25.0,12.0,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,6,294,20.0,10.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,13,4,288,35.0,19.0,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,17,6,436,35.0,6.4,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,5,4,405,14.0,5.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,3,401,14.0,5.9,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,18,0,180,22.0,6.8,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,3,397,45.0,9.1,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,1,345,35.0,8.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,2,1,322,35.0,17.8,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,1,489,45.0,14.9,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,20,0,485,35.0,5.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,6,269,45.0,25.4,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,1,152,22.0,7.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,14,6,114,18.0,13.1,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,3,507,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,17,5,385,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,0,420,16.0,6.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,5,303,16.0,8.4,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,5,5,132,16.0,11.4,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,1,292,16.0,8.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,2,145,45.0,31.3,MODERATE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,14,3,199,18.0,11.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,3,381,35.0,15.6,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,5,1,473,35.0,12.2,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,3,5,161,25.0,17.0,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,22,3,353,16.0,7.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,3,1,500,45.0,14.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,5,0,377,22.0,9.9,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,16,6,461,35.0,12.6,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,18,4,263,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,3,3,176,20.0,13.3,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,4,108,45.0,33.1,LOW
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,21,2,431,16.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,11,3,129,22.0,7.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,0,241,22.0,6.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,4,173,22.0,6.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,6,2,450,14.0,5.2,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,19,1,370,20.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,4,438,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,6,333,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,11,1,363,20.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,2,6,441,14.0,5.3,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,4,195,25.0,7.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,6,6,257,25.0,14.4,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,14,4,159,35.0,23.8,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,19,2,451,35.0,6.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,12,6,99,22.0,16.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,5,292,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,13,1,376,35.0,15.8,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,0,3,197,45.0,28.8,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,4,114,45.0,15.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,15,2,322,16.0,8.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,1,373,14.0,6.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,14,3,465,22.0,7.8,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,14,4,155,45.0,30.8,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,9,5,125,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,20,6,83,45.0,16.1,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,9,0,437,18.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,17,1,469,45.0,7.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,23,1,492,22.0,7.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,4,446,14.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,15,4,443,18.0,6.8,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,5,315,22.0,5.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,14,1,334,18.0,8.9,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,5,258,18.0,10.4,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,12,4,415,45.0,18.4,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,2,138,22.0,15.5,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,15,6,168,20.0,13.4,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,0,5,390,22.0,9.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,3,5,225,25.0,15.3,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,19,5,356,14.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,23,4,241,45.0,26.7,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,2,212,14.0,8.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,1,184,45.0,13.9,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,4,114,16.0,5.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,2,103,45.0,15.7,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,1,514,20.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,5,428,22.0,8.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,2,272,20.0,5.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,5,2,201,14.0,8.9,SEVERE
